image_path,image_id,class_id,class_name,group,fold
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN162.jpg,BN162,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN163.jpg,BN163,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN164.jpg,BN164,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN165.jpg,BN165,1,bào ngư xám + trắng,bn nen den 2,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN166.jpg,BN166,1,bào ngư xám + trắng,bn nen den 2,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN167.jpg,BN167,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN168.jpg,BN168,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN169.jpg,BN169,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN170.jpg,BN170,1,bào ngư xám + trắng,bn 2 canh nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN171.jpg,BN171,1,bào ngư xám + trắng,bn 2 canh nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN172.jpg,BN172,1,bào ngư xám + trắng,bn 2 canh nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN173.jpg,BN173,1,bào ngư xám + trắng,bn 2 canh nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN174.jpg,BN174,1,bào ngư xám + trắng,bn 2 canh nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN175.jpg,BN175,1,bào ngư xám + trắng,bn 2 canh nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN176.jpg,BN176,1,bào ngư xám + trắng,bn 2 canh nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN177.jpg,BN177,1,bào ngư xám + trắng,bn nen den 2,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN178.jpg,BN178,1,bào ngư xám + trắng,bn nen den 2,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN179.jpg,BN179,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN180.jpg,BN180,1,bào ngư xám + trắng,bn nen den 2,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN181.jpg,BN181,1,bào ngư xám + trắng,bn nen den 2,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN182.jpg,BN182,1,bào ngư xám + trắng,bn 2 canh nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN183.jpg,BN183,1,bào ngư xám + trắng,bn 2 canh nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN184.jpg,BN184,1,bào ngư xám + trắng,bn 2 canh nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN185.jpg,BN185,1,bào ngư xám + trắng,bn 2 canh nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN186.jpg,BN186,1,bào ngư xám + trắng,bn 2 canh nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN187.jpg,BN187,1,bào ngư xám + trắng,bn 2 canh nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN188.jpg,BN188,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN189.jpg,BN189,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN190.jpg,BN190,1,bào ngư xám + trắng,la,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN191.jpg,BN191,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN192.jpg,BN192,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN193.jpg,BN193,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN194.jpg,BN194,1,bào ngư xám + trắng,bn nhu la nen den,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN195.jpg,BN195,1,bào ngư xám + trắng,bn nhu la nen den,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN196.jpg,BN196,1,bào ngư xám + trắng,bn nhu la nen den,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN197.jpg,BN197,1,bào ngư xám + trắng,bn nhu la nen den,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN198.jpg,BN198,1,bào ngư xám + trắng,bn nhu la nen den,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN199.jpg,BN199,1,bào ngư xám + trắng,bn nhu la nen den,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN200.jpg,BN200,1,bào ngư xám + trắng,bn nhu la nen den,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN201.jpg,BN201,1,bào ngư xám + trắng,la,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN202.jpg,BN202,1,bào ngư xám + trắng,bn ban chan,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN203.jpg,BN203,1,bào ngư xám + trắng,bn ban chan,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN204.jpg,BN204,1,bào ngư xám + trắng,bn 1 quat nen den,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN205.jpg,BN205,1,bào ngư xám + trắng,bn nhu la nen den,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN206.jpg,BN206,1,bào ngư xám + trắng,bn có nón,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN207.jpg,BN207,1,bào ngư xám + trắng,bn có nón,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN208.jpg,BN208,1,bào ngư xám + trắng,bn có nón,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN209.jpg,BN209,1,bào ngư xám + trắng,bn có nón,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN210.jpg,BN210,1,bào ngư xám + trắng,bn có nón,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN211.jpg,BN211,1,bào ngư xám + trắng,bn có nón,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN212.jpg,BN212,1,bào ngư xám + trắng,la,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN213.jpg,BN213,1,bào ngư xám + trắng,bn có nón,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN214.jpg,BN214,1,bào ngư xám + trắng,bn có nón,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN215.jpg,BN215,1,bào ngư xám + trắng,bn rong,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN216.jpg,BN216,1,bào ngư xám + trắng,bn rong,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN217.jpg,BN217,1,bào ngư xám + trắng,bn rong,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN218.jpg,BN218,1,bào ngư xám + trắng,bn rong,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN219.jpg,BN219,1,bào ngư xám + trắng,bn rong,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN220.jpg,BN220,1,bào ngư xám + trắng,bn rong,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN221.jpg,BN221,1,bào ngư xám + trắng,bn có nón,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN222.jpg,BN222,1,bào ngư xám + trắng,bn có nón,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN223.jpg,BN223,1,bào ngư xám + trắng,bn den,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN224.jpg,BN224,1,bào ngư xám + trắng,la,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN225.jpg,BN225,1,bào ngư xám + trắng,bn rong,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN226.jpg,BN226,1,bào ngư xám + trắng,bn rong,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN227.jpg,BN227,1,bào ngư xám + trắng,bn rong,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN228.jpg,BN228,1,bào ngư xám + trắng,bn rong,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN229.jpg,BN229,1,bào ngư xám + trắng,bn rong,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN230.jpg,BN230,1,bào ngư xám + trắng,bn rong,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN231.jpg,BN231,1,bào ngư xám + trắng,bn co non nen vang,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN232.jpg,BN232,1,bào ngư xám + trắng,bn co non nen vang,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN233.jpg,BN233,1,bào ngư xám + trắng,bn co non nen vang,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN234.jpg,BN234,1,bào ngư xám + trắng,bn co non nen vang,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN235.jpg,BN235,1,bào ngư xám + trắng,la,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN236.jpg,BN236,1,bào ngư xám + trắng,bn co non nen vang,5
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN237.jpg,BN237,1,bào ngư xám + trắng,bn rong nen vang,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN238.jpg,BN238,1,bào ngư xám + trắng,bn rong nen vang,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN239.jpg,BN239,1,bào ngư xám + trắng,bn dai,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN240.jpg,BN240,1,bào ngư xám + trắng,bn dai,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN241.jpg,BN241,1,bào ngư xám + trắng,bn dai,4
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN242.jpg,BN242,1,bào ngư xám + trắng,bn rong nen vang,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN243.jpg,BN243,1,bào ngư xám + trắng,bn rong nen vang,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN244.jpg,BN244,1,bào ngư xám + trắng,bn rong nen vang,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN245.jpg,BN245,1,bào ngư xám + trắng,bn rong nen vang,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN246.jpg,BN246,1,bào ngư xám + trắng,la,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN247.jpg,BN247,1,bào ngư xám + trắng,bn rong nen vang,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN248.jpg,BN248,1,bào ngư xám + trắng,bn rong nen vang,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN249.jpg,BN249,1,bào ngư xám + trắng,bn rong nen vang,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN250.jpg,BN250,1,bào ngư xám + trắng,bn rong nen vang,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN251.jpg,BN251,1,bào ngư xám + trắng,bn rong nen vang,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN252.jpg,BN252,1,bào ngư xám + trắng,bn rong nen vang,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN253.jpg,BN253,1,bào ngư xám + trắng,bn to,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN254.jpg,BN254,1,bào ngư xám + trắng,bn to,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN255.jpg,BN255,1,bào ngư xám + trắng,bn to,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN256.jpg,BN256,1,bào ngư xám + trắng,bn to,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN257.jpg,BN257,1,bào ngư xám + trắng,la,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN258.jpg,BN258,1,bào ngư xám + trắng,bn to,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN259.jpg,BN259,1,bào ngư xám + trắng,bn to,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN260.jpg,BN260,1,bào ngư xám + trắng,bn to,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN261.jpg,BN261,1,bào ngư xám + trắng,bn to,3
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN262.jpg,BN262,1,bào ngư xám + trắng,bn dep,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN263.jpg,BN263,1,bào ngư xám + trắng,bn dep,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN264.jpg,BN264,1,bào ngư xám + trắng,bn dep,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN265.jpg,BN265,1,bào ngư xám + trắng,bn dep,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN266.jpg,BN266,1,bào ngư xám + trắng,bn dep,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN267.jpg,BN267,1,bào ngư xám + trắng,bn dep,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN268.jpg,BN268,1,bào ngư xám + trắng,la,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN269.jpg,BN269,1,bào ngư xám + trắng,bn dep,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN270.jpg,BN270,1,bào ngư xám + trắng,bn dep,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN271.jpg,BN271,1,bào ngư xám + trắng,bn dep,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN272.jpg,BN272,1,bào ngư xám + trắng,bn dep,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN273.jpg,BN273,1,bào ngư xám + trắng,bn dep,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN274.jpg,BN274,1,bào ngư xám + trắng,bn dep,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN275.jpg,BN275,1,bào ngư xám + trắng,bn dep,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN276.jpg,BN276,1,bào ngư xám + trắng,bn dep,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN277.jpg,BN277,1,bào ngư xám + trắng,bn 2 co 1 dau,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN278.jpg,BN278,1,bào ngư xám + trắng,bn 2 co 1 dau,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN279.jpg,BN279,1,bào ngư xám + trắng,la,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN280.jpg,BN280,1,bào ngư xám + trắng,bn 2 co 1 dau,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN281.jpg,BN281,1,bào ngư xám + trắng,bn 2 co 1 dau,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN282.jpg,BN282,1,bào ngư xám + trắng,bn 2 co 1 dau,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN283.jpg,BN283,1,bào ngư xám + trắng,bn 2 co 1 dau,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN284.jpg,BN284,1,bào ngư xám + trắng,bn 2 co 1 dau,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN285.jpg,BN285,1,bào ngư xám + trắng,bn 2 co 1 dau,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN286.jpg,BN286,1,bào ngư xám + trắng,bn 2 co 1 dau,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN287.jpg,BN287,1,bào ngư xám + trắng,bn 2 co 1 dau,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN288.jpg,BN288,1,bào ngư xám + trắng,bn 2 co 1 dau,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN289.jpg,BN289,1,bào ngư xám + trắng,bn 2 co 1 dau,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN290.jpg,BN290,1,bào ngư xám + trắng,la,0
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN291.jpg,BN291,1,bào ngư xám + trắng,bn 2 co 1 dau,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN292.jpg,BN292,1,bào ngư xám + trắng,bn 2 co 1 dau,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN293.jpg,BN293,1,bào ngư xám + trắng,bn thoi,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN294.jpg,BN294,1,bào ngư xám + trắng,bn thoi,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN295.jpg,BN295,1,bào ngư xám + trắng,bn thoi,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN296.jpg,BN296,1,bào ngư xám + trắng,bn thoi,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN297.jpg,BN297,1,bào ngư xám + trắng,bn thoi,1
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN298.jpg,BN298,1,bào ngư xám + trắng,bn rong nen vang,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN299.jpg,BN299,1,bào ngư xám + trắng,bn rong nen vang,2
/kaggle/input/aio-hutech/train\bào ngư xám + trắng\BN300.jpg,BN300,1,bào ngư xám + trắng,bn rong nen vang,2
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG001.jpg,DG001,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG002.jpg,DG002,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG003.jpg,DG003,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG004.jpg,DG004,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG005.jpg,DG005,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG006.jpg,DG006,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG007.jpg,DG007,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG008.jpg,DG008,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG009.jpg,DG009,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG010.jpg,DG010,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG011.jpg,DG011,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG012.jpg,DG012,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG013.jpg,DG013,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG014.jpg,DG014,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG015.jpg,DG015,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG016.jpg,DG016,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG017.jpg,DG017,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG018.jpg,DG018,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG019.jpg,DG019,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG020.jpg,DG020,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG021.jpg,DG021,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG022.jpg,DG022,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG023.jpg,DG023,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG024.jpg,DG024,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG025.jpg,DG025,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG026.jpg,DG026,2,Đùi gà Baby (cắt ngắn),dg nen xam dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG027.jpg,DG027,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG028.jpg,DG028,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG029.jpg,DG029,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG030.jpg,DG030,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG031.jpg,DG031,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG032.jpg,DG032,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG033.jpg,DG033,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG034.jpg,DG034,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG035.jpg,DG035,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG036.jpg,DG036,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG037.jpg,DG037,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG038.jpg,DG038,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG039.jpg,DG039,2,Đùi gà Baby (cắt ngắn),dg nen xam nam ngang,0
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG040.jpg,DG040,2,Đùi gà Baby (cắt ngắn),dg nen vang dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG041.jpg,DG041,2,Đùi gà Baby (cắt ngắn),dg nen vang dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG042.jpg,DG042,2,Đùi gà Baby (cắt ngắn),dg nen vang dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG043.jpg,DG043,2,Đùi gà Baby (cắt ngắn),dg nen vang dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG044.jpg,DG044,2,Đùi gà Baby (cắt ngắn),dg nen vang dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG045.jpg,DG045,2,Đùi gà Baby (cắt ngắn),dg nen vang dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG046.jpg,DG046,2,Đùi gà Baby (cắt ngắn),dg nen vang dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG047.jpg,DG047,2,Đùi gà Baby (cắt ngắn),dg nen vang dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG048.jpg,DG048,2,Đùi gà Baby (cắt ngắn),dg nen vang dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG049.jpg,DG049,2,Đùi gà Baby (cắt ngắn),dg nen vang dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG050.jpg,DG050,2,Đùi gà Baby (cắt ngắn),dg nen vang dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG051.jpg,DG051,2,Đùi gà Baby (cắt ngắn),dg nen vang dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG052.jpg,DG052,2,Đùi gà Baby (cắt ngắn),dg nen vang dung,5
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG053.jpg,DG053,2,Đùi gà Baby (cắt ngắn),dg nen vang nam,2
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG054.jpg,DG054,2,Đùi gà Baby (cắt ngắn),dg nen vang nam,2
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG055.jpg,DG055,2,Đùi gà Baby (cắt ngắn),dg nen vang nam,2
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG056.jpg,DG056,2,Đùi gà Baby (cắt ngắn),dg nen vang nam,2
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG057.jpg,DG057,2,Đùi gà Baby (cắt ngắn),dg nen vang nam,2
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG058.jpg,DG058,2,Đùi gà Baby (cắt ngắn),dg nen vang nam,2
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG059.jpg,DG059,2,Đùi gà Baby (cắt ngắn),dg nen vang nam,2
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG060.jpg,DG060,2,Đùi gà Baby (cắt ngắn),dg nen vang nam,2
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG061.jpg,DG061,2,Đùi gà Baby (cắt ngắn),dg nen vang nam,2
/kaggle/input/aio-hutech/train\Đùi gà Baby (cắt ngắn)\DG062.jpg,DG062,2,Đùi gà Baby (cắt ngắn),dg nen vang nam,2
